node1,node2,weight
IPSEN PHARMA,BIOGARAN,40
IPSEN PHARMA,GEDEON RICHTER,21
IPSEN PHARMA,BEST OF OPTIMIZERS,3
IPSEN PHARMA,BECKMAN COULTER,1
IPSEN PHARMA,ICARE,9
IPSEN PHARMA,NOVEX PHARMA,25
IPSEN PHARMA,DAIICHI SANKYO,1509
IPSEN PHARMA,EUSAPHARMA,2
IPSEN PHARMA,A A,351
IPSEN PHARMA,HOLOGIC,3
IPSEN PHARMA,LEO PHARMA,441
IPSEN PHARMA,Swedish Orphan Biovitrum,1
IPSEN PHARMA,Brainlab,1
IPSEN PHARMA,SWING TECHNOLOGIES,2
COUSIN BIOSERV,MUNDIPHARMA,17
COUSIN BIOSERV,CCD,2
COUSIN BIOSERV,ABBVIE,1
COUSIN BIOSERV,DENTSPLY,1
COUSIN BIOSERV,LIVE ! BY GL EVENTS,2
COUSIN BIOSERV,VITALITEC,8
COUSIN BIOSERV,PHARMATERA,4
COUSIN BIOSERV,MAYOLY SPINDLER,11
COUSIN BIOSERV,EDAP TMS,2
COUSIN BIOSERV,HOLLISTER,2
COUSIN BIOSERV,COLOPLAST,14
COUSIN BIOSERV,JUVISE PHARMACEUTICALS,1
COUSIN BIOSERV,THERABEL LUCIEN PHARMA,6
COUSIN BIOSERV,BROTHIER,1
COUSIN BIOSERV,TAKEDA,41
COUSIN BIOSERV,Leurquin Mediolanum,2
COUSIN BIOSERV,URGO,4
COUSIN BIOSERV,PROSTRAKAN PHARMA,1
COUSIN BIOSERV,ASTRAZENECA,14
COUSIN BIOSERV,KCI MEDICAL,3
COUSIN BIOSERV,MEDA PHARMA,4
COUSIN BIOSERV,OMEGA PHARMA,1
COUSIN BIOSERV,Genzyme,4
COUSIN BIOSERV,BRISTOL-MYERS SQUIBB,9
COUSIN BIOSERV,ABBOTT PRODUCTS,8
COUSIN BIOSERV,CONGRES COLLOQUES CONVENTIONS,2
COUSIN BIOSERV,Smith & Nephew,2
COUSIN BIOSERV,SINCLAIR PHARMA,1
COUSIN BIOSERV,LifeCell EMEA,3
COUSIN BIOSERV,Medela,1
COUSIN BIOSERV,RECORDATI,18
COUSIN BIOSERV,ROCHE,23
COUSIN BIOSERV,IPRAD PHARMA,2
COUSIN BIOSERV,LUNDBECK,5
COUSIN BIOSERV,NOVARTIS PHARMA,53
COUSIN BIOSERV,TEVA PHARMA,18
COUSIN BIOSERV,VIFOR,8
COUSIN BIOSERV,OLYMPUS,6
COUSIN BIOSERV,COVIDIEN,71
COUSIN BIOSERV,SANOFI PASTEUR,3
COUSIN BIOSERV,PAUL HARTMANN,1
COUSIN BIOSERV,B.BRAUN,7
COUSIN BIOSERV,MSD,33
COUSIN BIOSERV,Applied Medical,1
COUSIN BIOSERV,FERRING,4
COUSIN BIOSERV,BESINS,2
COUSIN BIOSERV,AMGEN,12
COUSIN BIOSERV,GEDEON RICHTER,10
COUSIN BIOSERV,DAIICHI SANKYO,12
COUSIN BIOSERV,EUSAPHARMA,1
COUSIN BIOSERV,A A,5
COUSIN BIOSERV,LEO PHARMA,23
COUSIN BIOSERV,Small Bone Innovations,1
COUSIN BIOSERV,SWING TECHNOLOGIES,1
e(ye)BRAIN,MSD,1
e(ye)BRAIN,ALCON,1
e(ye)BRAIN,AMO,1
e(ye)BRAIN,NOVARTIS PHARMA,1
e(ye)BRAIN,THEA,1
e(ye)BRAIN,ASTRAZENECA,1
e(ye)BRAIN,LUNDBECK,1
BALT,MICROVENTION,18
BALT,KISCO,1
BALT,ABBVIE,1
BALT,Penumbra,2
BALT,MUNDIPHARMA,1
BALT,Sequent Medical,2
BALT,NOVARTIS PHARMA,3
BALT,COVIDIEN,15
SANDOZ,FRESENIUS MEDICAL CARE,15
SANDOZ,NOVARTIS VACCINES AND DIAGNOSTICS,13
SANDOZ,MUNDIPHARMA,159
SANDOZ,LVL MEDICAL,5
SANDOZ,CCD,1
SANDOZ,ABBVIE,72
SANDOZ,SOS OXYGENE,4
SANDOZ,LEO,3
SANDOZ,LIVE ! BY GL EVENTS,4
SANDOZ,CONGRES COLLOQUES CONVENTIONS,3
SANDOZ,URGO,13
SANDOZ,PHARMATERA,5
SANDOZ,ICON CLINICAL RESEARCH,2
SANDOZ,MAYOLY SPINDLER,10
SANDOZ,ARIAD Pharmaceuticals,9
SANDOZ,EDAP TMS,1
SANDOZ,COLOPLAST,9
SANDOZ,INNATE PHARMA,1
SANDOZ,LEMAITRE VASCULAR,1
SANDOZ,B3TSI,1
SANDOZ,RECORDATI,51
SANDOZ,ARKOPHARMA,4
SANDOZ,THERABEL LUCIEN PHARMA,22
SANDOZ,Amplifon Groupe,1
SANDOZ,TAKEDA,147
SANDOZ,Leurquin Mediolanum,1
SANDOZ,FH ORTHOPEDICS,1
SANDOZ,PROSTRAKAN PHARMA,41
SANDOZ,ASTRAZENECA,133
SANDOZ,BIOTRONIK,3
SANDOZ,IMS HEALTH,1
SANDOZ,ORTHO UNION,3
SANDOZ,MEDA PHARMA,26
SANDOZ,TRB CHEMEDICA,2
SANDOZ,HOSPIDOM,1
SANDOZ,PHOENIX PHARMA,2
SANDOZ,ALMUS,1
SANDOZ,OXYPHARM,4
SANDOZ,CHAUVIN,1
SANDOZ,OMEGA PHARMA,22
SANDOZ,BROTHIER,1
SANDOZ,ISIS,1
SANDOZ,COSMETIQUE ACTIVE,23
SANDOZ,GENOMIC HEALTH,1
SANDOZ,ARTHREX,2
SANDOZ,Accuray,1
SANDOZ,NUXE,1
SANDOZ,Cyberonics,3
SANDOZ,BIOMERIEUX,1
SANDOZ,EG LABO,1
SANDOZ,ABBOTT PRODUCTS,3
SANDOZ,CIZETA MEDICALI,2
SANDOZ,Smith & Nephew,7
SANDOZ,QIAGEN,2
SANDOZ,Alexion Pharma,5
SANDOZ,GIVEN IMAGING,2
SANDOZ,BIOPROJET PHARMA,9
SANDOZ,OSTEAL MEDICAL,1
SANDOZ,GALDERMA,2
SANDOZ,ORPHAN EUROPE,4
SANDOZ,LUNDBECK,30
SANDOZ,LINDE HOMECARE,8
SANDOZ,BSN medical,2
SANDOZ,SEPROPHARM,6
SANDOZ,ROCHE,215
SANDOZ,IPRAD PHARMA,1
SANDOZ,GIBAUD,13
SANDOZ,ASSISTANCE DU GRAND EST,1
SANDOZ,GAMIDA,1
SANDOZ,BIOGARAN,24
SANDOZ,BRISTOL-MYERS SQUIBB,125
SANDOZ,SONATINE,1
SANDOZ,Crinex,3
SANDOZ,NOVARTIS PHARMA,396
SANDOZ,ProClinica,1
SANDOZ,TEVA PHARMA,155
SANDOZ,VIFOR,53
SANDOZ,PHARMA DOM,7
SANDOZ,GXEL MEDICAL,4
SANDOZ,COVIDIEN,14
SANDOZ,SYNAPSE SANTE,1
SANDOZ,SANOFI PASTEUR,57
SANDOZ,JALDES,1
SANDOZ,H.A.C.Pharma,1
SANDOZ,ALCON,1
SANDOZ,BRAHMS,1
SANDOZ,B.BRAUN,15
SANDOZ,AGUETTANT,2
SANDOZ,Audika Groupe,1
SANDOZ,MSD,200
SANDOZ,Brainlab,4
SANDOZ,Genzyme,20
SANDOZ,SORIN GROUP,3
SANDOZ,SHIRE,18
SANDOZ,GADOL OPTIC 2000,1
SANDOZ,Zimmer,1
SANDOZ,VYGON,2
SANDOZ,ALK-Abello,17
SANDOZ,SPINEVISION,2
SANDOZ,FERRING,32
SANDOZ,SPECTRUM PHARMACEUTICALS,12
SANDOZ,BESINS,3
SANDOZ,Small Bone Innovations,1
SANDOZ,AMGEN,233
SANDOZ,GEDEON RICHTER,4
SANDOZ,ICARE,1
SANDOZ,NOVEX PHARMA,56
SANDOZ,DAIICHI SANKYO,26
SANDOZ,EUSAPHARMA,2
SANDOZ,A A,49
SANDOZ,Becton Dickinson,5
SANDOZ,LEO PHARMA,83
SANDOZ,Swedish Orphan Biovitrum,2
PHONAK,TAKEDA,1
PHONAK,SIEMENS AUDIOLOGIE,136
PHONAK,ASTRAZENECA,1
PHONAK,MSD,1
PHONAK,WIDEX,60
PHONAK,MENICON,1
PHONAK,LUNDBECK,1
PHONAK,Cochlear,14
PHONAK,ADVANCED BIONICS,4
PHONAK,BRISTOL-MYERS SQUIBB,2
PHONAK,COLOPLAST,1
PHONAK,NOVARTIS PHARMA,1
PHONAK,DAIICHI SANKYO,1
PHONAK,RECORDATI,1
PHONAK,RADIANTE,1
PHONAK,A A,1
PHONAK,STARKEY,74
PHONAK,Smith & Nephew,1
PHONAK,THERABEL LUCIEN PHARMA,1
PHONAK,TEVA PHARMA,1
COLOPLAST,BD,1
COLOPLAST,Becton Dickinson,21
COLOPLAST,FRESENIUS MEDICAL CARE,7
COLOPLAST,NOVARTIS VACCINES AND DIAGNOSTICS,3
COLOPLAST,MUNDIPHARMA,330
COLOPLAST,LASER,1
COLOPLAST,GAMIDA,1
COLOPLAST,LVL MEDICAL,3
COLOPLAST,CCD,1
COLOPLAST,ABBVIE,70
COLOPLAST,DENTSPLY,27
COLOPLAST,LIVE ! BY GL EVENTS,1
COLOPLAST,CONGRES COLLOQUES CONVENTIONS,51
COLOPLAST,VITALITEC,3
COLOPLAST,JULIUS ZORN GMBH,1
COLOPLAST,ICON CLINICAL RESEARCH,1
COLOPLAST,MAYOLY SPINDLER,118
COLOPLAST,EDAP TMS,26
COLOPLAST,HOLLISTER,59
COLOPLAST,SVR,1
COLOPLAST,Kantar Health,2
COLOPLAST,PREVOR,1
COLOPLAST,B3TSI,1
COLOPLAST,RECORDATI,411
COLOPLAST,THERABEL LUCIEN PHARMA,163
COLOPLAST,Cyberonics,3
COLOPLAST,BROTHIER,4
COLOPLAST,TAKEDA,342
COLOPLAST,Leurquin Mediolanum,50
COLOPLAST,URGO,91
COLOPLAST,ASTRAZENECA,486
COLOPLAST,IMS HEALTH,4
COLOPLAST,KCI MEDICAL,2
COLOPLAST,MEDA PHARMA,113
COLOPLAST,SINCLAIR PHARMA,5
COLOPLAST,ALMUS,1
COLOPLAST,AGIR à dom Assistance,1
COLOPLAST,OXYPHARM,3
COLOPLAST,ARKOPHARMA,12
COLOPLAST,ARCOS,2
COLOPLAST,OMEGA PHARMA,38
COLOPLAST,BIOTRONIK,1
COLOPLAST,ISIS,2
COLOPLAST,COSMETIQUE ACTIVE,30
COLOPLAST,LOL PHARMA,2
COLOPLAST,Baxter,1
COLOPLAST,PHARMATERA,38
COLOPLAST,CERAVER,1
COLOPLAST,OSTEAL MEDICAL,1
COLOPLAST,ABBOTT PRODUCTS,93
COLOPLAST,CENTRALE DES PEELINGS,6
COLOPLAST,M3 Global Research,2
COLOPLAST,PAUL HARTMANN,12
COLOPLAST,THEA,1
COLOPLAST,EUROFINS OPTIMED,1
COLOPLAST,Smith & Nephew,128
COLOPLAST,RADIANTE,2
COLOPLAST,Insight Research Group,1
COLOPLAST,BRAHMS,1
COLOPLAST,GIVEN IMAGING,1
COLOPLAST,Adept Field Solutions,1
COLOPLAST,PHARMA DOM,3
COLOPLAST,TEM-France,1
COLOPLAST,GALDERMA,18
COLOPLAST,LUNDBECK,308
COLOPLAST,ROCHE,28
COLOPLAST,R SUD MEDICAL,1
COLOPLAST,IPRAD PHARMA,2
COLOPLAST,GIBAUD,11
COLOPLAST,ASPEN,8
COLOPLAST,SOS OXYGENE,1
COLOPLAST,BRISTOL-MYERS SQUIBB,391
COLOPLAST,NOVARTIS PHARMA,501
COLOPLAST,TEVA PHARMA,309
COLOPLAST,OLYMPUS,3
COLOPLAST,LEO,1
COLOPLAST,COVIDIEN,54
COLOPLAST,SANOFI PASTEUR,86
COLOPLAST,JALDES,10
COLOPLAST,Beiersdorf s.a.s,2
COLOPLAST,VIFOR,12
COLOPLAST,H.A.C.Pharma,2
COLOPLAST,ALCON,1
COLOPLAST,MICROVENTION,1
COLOPLAST,DENSMORE,1
COLOPLAST,HORMETA,1
COLOPLAST,AGUETTANT,2
COLOPLAST,NUXE,2
COLOPLAST,B.BRAUN,55
COLOPLAST,MSD,451
COLOPLAST,SERB,1
COLOPLAST,Applied Medical,1
COLOPLAST,Genzyme,18
COLOPLAST,Schulke,1
COLOPLAST,SORIN GROUP,5
COLOPLAST,SHIRE,4
COLOPLAST,KRKA EURL,1
COLOPLAST,ALK-Abello,4
COLOPLAST,FERRING,61
COLOPLAST,PROSTRAKAN PHARMA,9
COLOPLAST,BESINS,5
COLOPLAST,CORDIS,1
COLOPLAST,Small Bone Innovations,1
COLOPLAST,AMGEN,44
COLOPLAST,BIOGARAN,33
COLOPLAST,GEDEON RICHTER,8
COLOPLAST,BEST OF OPTIMIZERS,2
COLOPLAST,SEPROPHARM,1
COLOPLAST,SMITHS MEDICAL,2
COLOPLAST,NOVEX PHARMA,4
COLOPLAST,DAIICHI SANKYO,309
COLOPLAST,EUSAPHARMA,6
COLOPLAST,A A,88
COLOPLAST,Prostrakan,2
COLOPLAST,LEO PHARMA,195
COLOPLAST,Swedish Orphan Biovitrum,1
COLOPLAST,EUROSILICONE,3
FISHER & PAYKEL HEALTHCARE,A A,6
FISHER & PAYKEL HEALTHCARE,ADAIR,1
FISHER & PAYKEL HEALTHCARE,ASTRAZENECA,23
FISHER & PAYKEL HEALTHCARE,IP Santé domicile,1
FISHER & PAYKEL HEALTHCARE,LVL MEDICAL,4
FISHER & PAYKEL HEALTHCARE,SOS OXYGENE,10
FISHER & PAYKEL HEALTHCARE,WEINMANN,2
FISHER & PAYKEL HEALTHCARE,ABBVIE,4
FISHER & PAYKEL HEALTHCARE,VIFOR,1
FISHER & PAYKEL HEALTHCARE,ISIS,7
FISHER & PAYKEL HEALTHCARE,MEDA PHARMA,1
FISHER & PAYKEL HEALTHCARE,SORIN GROUP,2
FISHER & PAYKEL HEALTHCARE,COLLIN,1
FISHER & PAYKEL HEALTHCARE,MSD,21
FISHER & PAYKEL HEALTHCARE,ALK-Abello,4
FISHER & PAYKEL HEALTHCARE,PHARMA DOM,17
FISHER & PAYKEL HEALTHCARE,AGIR à dom Assistance,2
FISHER & PAYKEL HEALTHCARE,MUNDIPHARMA,11
FISHER & PAYKEL HEALTHCARE,LEO PHARMA,2
FISHER & PAYKEL HEALTHCARE,PROSTRAKAN PHARMA,2
FISHER & PAYKEL HEALTHCARE,LUNDBECK,2
FISHER & PAYKEL HEALTHCARE,RECORDATI,1
FISHER & PAYKEL HEALTHCARE,LINDE HOMECARE,3
FISHER & PAYKEL HEALTHCARE,AMGEN,2
FISHER & PAYKEL HEALTHCARE,ROCHE,2
FISHER & PAYKEL HEALTHCARE,BRISTOL-MYERS SQUIBB,3
FISHER & PAYKEL HEALTHCARE,PROXILIO,1
FISHER & PAYKEL HEALTHCARE,NOVARTIS PHARMA,30
FISHER & PAYKEL HEALTHCARE,DAIICHI SANKYO,1
FISHER & PAYKEL HEALTHCARE,TEVA PHARMA,13
FISHER & PAYKEL HEALTHCARE,Genzyme,1
FISHER & PAYKEL HEALTHCARE,COVIDIEN,2
FISHER & PAYKEL HEALTHCARE,RADIOMETER,1
FISHER & PAYKEL HEALTHCARE,TAKEDA,12
FISHER & PAYKEL HEALTHCARE,THERABEL LUCIEN PHARMA,4
FISHER & PAYKEL HEALTHCARE,Amplifon Groupe,2
MAVALA,RADIANTE,1
MAVALA,NUXE,1
MAVALA,GIBAUD,1
WEINMANN,TAKEDA,3
WEINMANN,ADAIR,1
WEINMANN,MUNDIPHARMA,4
WEINMANN,ASTRAZENECA,6
WEINMANN,LVL MEDICAL,3
WEINMANN,ABBVIE,1
WEINMANN,MSD,7
WEINMANN,ISIS,7
WEINMANN,SORIN GROUP,1
WEINMANN,ALK-Abello,2
WEINMANN,PHARMA DOM,3
WEINMANN,PROSTRAKAN PHARMA,1
WEINMANN,LINDE HOMECARE,1
WEINMANN,ROCHE,3
WEINMANN,SOS OXYGENE,4
WEINMANN,THERABEL LUCIEN PHARMA,1
WEINMANN,NOVARTIS PHARMA,11
WEINMANN,TEVA PHARMA,3
WEINMANN,COVIDIEN,1
WEINMANN,RADIOMETER,2
WEINMANN,LEO PHARMA,2
RADIANTE,LUNDBECK,3
RADIANTE,JULIUS ZORN GMBH,3
RADIANTE,MAYOLY SPINDLER,3
RADIANTE,RECORDATI,25
RADIANTE,ARKOPHARMA,1
RADIANTE,THERABEL LUCIEN PHARMA,2
RADIANTE,TAKEDA,2
RADIANTE,CIZETA MEDICALI,3
RADIANTE,SYSTAGENIX WOUND MANAGEMENT,1
RADIANTE,URGO,7
RADIANTE,ASTRAZENECA,14
RADIANTE,AMO,1
RADIANTE,TRB CHEMEDICA,1
RADIANTE,PHOENIX PHARMA,1
RADIANTE,OXYPHARM,1
RADIANTE,ABBVIE,3
RADIANTE,OMEGA PHARMA,9
RADIANTE,COSMETIQUE ACTIVE,12
RADIANTE,LOL PHARMA,1
RADIANTE,ASPEN,4
RADIANTE,NUXE,1
RADIANTE,ABBOTT PRODUCTS,2
RADIANTE,THEA,1
RADIANTE,Smith & Nephew,3
RADIANTE,Ophta-France,1
RADIANTE,PHARMA DOM,2
RADIANTE,R SUD MEDICAL,1
RADIANTE,GIBAUD,7
RADIANTE,BRISTOL-MYERS SQUIBB,21
RADIANTE,NOVARTIS PHARMA,11
RADIANTE,TEVA PHARMA,15
RADIANTE,COVIDIEN,6
RADIANTE,SANOFI PASTEUR,14
RADIANTE,Topcon,1
RADIANTE,PAUL HARTMANN,1
RADIANTE,ALCON,1
RADIANTE,EG LABO,1
RADIANTE,MSD,19
RADIANTE,KRKA EURL,1
RADIANTE,BSN medical,1
RADIANTE,Becton Dickinson,1
RADIANTE,BIOGARAN,25
RADIANTE,DAIICHI SANKYO,6
RADIANTE,A A,9
RADIANTE,LEO PHARMA,19
RADIANTE,Small Bone Innovations,1
LEMAITRE VASCULAR,FRESENIUS MEDICAL CARE,1
LEMAITRE VASCULAR,ABS-BOLTON MEDICAL,3
LEMAITRE VASCULAR,MUNDIPHARMA,1
LEMAITRE VASCULAR,LVL MEDICAL,1
LEMAITRE VASCULAR,VITALITEC,3
LEMAITRE VASCULAR,JULIUS ZORN GMBH,3
LEMAITRE VASCULAR,MAYOLY SPINDLER,1
LEMAITRE VASCULAR,BROTHIER,1
LEMAITRE VASCULAR,URGO,1
LEMAITRE VASCULAR,PROSTRAKAN PHARMA,1
LEMAITRE VASCULAR,ASTRAZENECA,6
LEMAITRE VASCULAR,CORDIS,1
LEMAITRE VASCULAR,KCI MEDICAL,2
LEMAITRE VASCULAR,STENTYS,1
LEMAITRE VASCULAR,Penumbra,1
LEMAITRE VASCULAR,MEDA PHARMA,1
LEMAITRE VASCULAR,ABBVIE,1
LEMAITRE VASCULAR,SYNTHES,1
LEMAITRE VASCULAR,ASPEN,2
LEMAITRE VASCULAR,Genzyme,3
LEMAITRE VASCULAR,BRISTOL-MYERS SQUIBB,4
LEMAITRE VASCULAR,VIFOR,1
LEMAITRE VASCULAR,ABBOTT PRODUCTS,1
LEMAITRE VASCULAR,TAKEDA,5
LEMAITRE VASCULAR,Smith & Nephew,2
LEMAITRE VASCULAR,CROMA,1
LEMAITRE VASCULAR,ENDOLOGIX,6
LEMAITRE VASCULAR,ROCHE,2
LEMAITRE VASCULAR,SHIRE,1
LEMAITRE VASCULAR,GAMIDA,3
LEMAITRE VASCULAR,NOVARTIS PHARMA,12
LEMAITRE VASCULAR,OLYMPUS,1
LEMAITRE VASCULAR,COVIDIEN,21
LEMAITRE VASCULAR,BIOTRONIK,13
LEMAITRE VASCULAR,MICROVENTION,1
LEMAITRE VASCULAR,TOSHIBA MEDICAL,1
LEMAITRE VASCULAR,B.BRAUN,6
LEMAITRE VASCULAR,MSD,5
LEMAITRE VASCULAR,SORIN GROUP,3
LEMAITRE VASCULAR,AMGEN,1
LEMAITRE VASCULAR,GEDEON RICHTER,1
LEMAITRE VASCULAR,AtriCure,3
LEMAITRE VASCULAR,DAIICHI SANKYO,3
LEMAITRE VASCULAR,EUSAPHARMA,2
LEMAITRE VASCULAR,A A,3
LEMAITRE VASCULAR,LEO PHARMA,3
PHYSIOL,ABBVIE,1
PHYSIOL,CANAL 55 COMMUNICATION,1
PHYSIOL,LUNDBECK,3
PHYSIOL,TEOXANE,1
PHYSIOL,RECORDATI,2
PHYSIOL,Medicare-HTM,8
PHYSIOL,THERABEL LUCIEN PHARMA,1
PHYSIOL,TAKEDA,2
PHYSIOL,Leurquin Mediolanum,65
PHYSIOL,NIDEK,9
PHYSIOL,OPHTACOM,6
PHYSIOL,AMO,92
PHYSIOL,TRB CHEMEDICA,58
PHYSIOL,laboratoire BAUSCH&LOMB,37
PHYSIOL,HOYA Surgical Optics,18
PHYSIOL,CHAUVIN,40
PHYSIOL,DENSMORE,44
PHYSIOL,Topcon,9
PHYSIOL,Genzyme,2
PHYSIOL,SANOTEK,5
PHYSIOL,THEA,115
PHYSIOL,Smith & Nephew,1
PHYSIOL,Ophta-France,30
PHYSIOL,PHARMA DOM,2
PHYSIOL,MENICON,5
PHYSIOL,CROMA,8
PHYSIOL,chris eyes,13
PHYSIOL,BRISTOL-MYERS SQUIBB,3
PHYSIOL,NOVARTIS PHARMA,239
PHYSIOL,TEVA PHARMA,1
PHYSIOL,Doliage,21
PHYSIOL,ASTRAZENECA,5
PHYSIOL,ALCON,148
PHYSIOL,AUDIOPTIC TRADE SERVICES,12
PHYSIOL,MSD,58
PHYSIOL,GADOL OPTIC 2000,35
PHYSIOL,COLLIN,1
PHYSIOL,ALK-Abello,2
PHYSIOL,ALSANZA,2
PHYSIOL,Cochlear,1
PHYSIOL,NOVEX PHARMA,1
PHYSIOL,DAIICHI SANKYO,2
PHYSIOL,A A,26
PHYSIOL,LEO PHARMA,1
GENOMIC HEALTH,TAKEDA,1
GENOMIC HEALTH,TOSHIBA MEDICAL,1
GENOMIC HEALTH,MUNDIPHARMA,3
GENOMIC HEALTH,PROSTRAKAN PHARMA,2
GENOMIC HEALTH,ASTRAZENECA,4
GENOMIC HEALTH,MSD,1
GENOMIC HEALTH,MEDA PHARMA,1
GENOMIC HEALTH,AMGEN,3
GENOMIC HEALTH,ROCHE,4
GENOMIC HEALTH,BRISTOL-MYERS SQUIBB,1
GENOMIC HEALTH,NOVEX PHARMA,1
GENOMIC HEALTH,NOVARTIS PHARMA,4
GENOMIC HEALTH,TEVA PHARMA,3
GENOMIC HEALTH,Accuray,1
GENOMIC HEALTH,LEO PHARMA,2
GENOMIC HEALTH,VIFOR,3
Amplifon Groupe,FRESENIUS MEDICAL CARE,2
Amplifon Groupe,MUNDIPHARMA,16
Amplifon Groupe,LVL MEDICAL,2
Amplifon Groupe,ABBVIE,1
Amplifon Groupe,WIDEX,5
Amplifon Groupe,LUNDBECK,7
Amplifon Groupe,CONGRES COLLOQUES CONVENTIONS,2
Amplifon Groupe,PHARMATERA,1
Amplifon Groupe,MAYOLY SPINDLER,2
Amplifon Groupe,RECORDATI,57
Amplifon Groupe,STARKEY,6
Amplifon Groupe,THERABEL LUCIEN PHARMA,87
Amplifon Groupe,Cyberonics,1
Amplifon Groupe,Leurquin Mediolanum,1
Amplifon Groupe,URGO,1
Amplifon Groupe,PROSTRAKAN PHARMA,4
Amplifon Groupe,ASTRAZENECA,11
Amplifon Groupe,MEDA PHARMA,3
Amplifon Groupe,SINCLAIR PHARMA,1
Amplifon Groupe,HOYA Surgical Optics,1
Amplifon Groupe,VIFOR,1
Amplifon Groupe,ABBOTT PRODUCTS,1
Amplifon Groupe,CENTRALE DES PEELINGS,4
Amplifon Groupe,TAKEDA,12
Amplifon Groupe,Audition Martin,4
Amplifon Groupe,ISIS,2
Amplifon Groupe,PHARMA DOM,12
Amplifon Groupe,EREMPHARMA,1
Amplifon Groupe,GALDERMA,7
Amplifon Groupe,NOVEX PHARMA,1
Amplifon Groupe,LINDE HOMECARE,2
Amplifon Groupe,ROCHE,3
Amplifon Groupe,SOS OXYGENE,5
Amplifon Groupe,ADVANCED BIONICS,1
Amplifon Groupe,BRISTOL-MYERS SQUIBB,6
Amplifon Groupe,NOVARTIS PHARMA,6
Amplifon Groupe,TEVA PHARMA,3
Amplifon Groupe,COVIDIEN,3
Amplifon Groupe,JALDES,1
Amplifon Groupe,AUDIOPTIC TRADE SERVICES,12
Amplifon Groupe,Audika Groupe,16
Amplifon Groupe,MSD,177
Amplifon Groupe,GADOL OPTIC 2000,8
Amplifon Groupe,COLLIN,32
Amplifon Groupe,ALK-Abello,47
Amplifon Groupe,TEOXANE,1
Amplifon Groupe,Cochlear,9
Amplifon Groupe,AUDIKA,74
Amplifon Groupe,AMGEN,5
Amplifon Groupe,AUDIOCONSULTING,3
Amplifon Groupe,LION / SENECA AUDIO,17
Amplifon Groupe,DAIICHI SANKYO,1
Amplifon Groupe,A A,1
Amplifon Groupe,LEO PHARMA,1
CIZETA MEDICALI,TAKEDA,1
CIZETA MEDICALI,IXXI,1
CIZETA MEDICALI,ABBOTT PRODUCTS,1
CIZETA MEDICALI,CENTRALE DES PEELINGS,1
CIZETA MEDICALI,URGO,1
CIZETA MEDICALI,HORMETA,1
CIZETA MEDICALI,ASTRAZENECA,3
CIZETA MEDICALI,MSD,3
CIZETA MEDICALI,PHOENIX PHARMA,1
CIZETA MEDICALI,Crinex,1
CIZETA MEDICALI,A A,1
CIZETA MEDICALI,LUNDBECK,1
CIZETA MEDICALI,CHAUVIN,1
CIZETA MEDICALI,JULIUS ZORN GMBH,1
CIZETA MEDICALI,MAYOLY SPINDLER,1
CIZETA MEDICALI,OMEGA PHARMA,1
CIZETA MEDICALI,BIOGARAN,6
CIZETA MEDICALI,GIBAUD,1
CIZETA MEDICALI,NOVARTIS PHARMA,4
CIZETA MEDICALI,COSMETIQUE ACTIVE,3
CIZETA MEDICALI,BRISTOL-MYERS SQUIBB,1
CIZETA MEDICALI,ASPEN,2
CIZETA MEDICALI,DAIICHI SANKYO,1
CIZETA MEDICALI,NUXE,1
CIZETA MEDICALI,Genzyme,1
CIZETA MEDICALI,RECORDATI,4
CIZETA MEDICALI,SANOFI PASTEUR,4
CIZETA MEDICALI,LEO PHARMA,3
PROTHEOS INDUSTRIE,FH ORTHOPEDICS,1
PROTHEOS INDUSTRIE,LEO PHARMA,1
NIDEK,Leurquin Mediolanum,8
NIDEK,ALCON,29
NIDEK,SANOTEK,6
NIDEK,THEA,21
NIDEK,ASTRAZENECA,1
NIDEK,MSD,9
NIDEK,GADOL OPTIC 2000,2
NIDEK,CENTRALE DES PEELINGS,1
NIDEK,AMO,18
NIDEK,PHARMA DOM,1
NIDEK,TRB CHEMEDICA,18
NIDEK,laboratoire BAUSCH&LOMB,7
NIDEK,Ophta-France,6
NIDEK,HOYA Surgical Optics,1
NIDEK,MENICON,2
NIDEK,A A,4
NIDEK,CROMA,1
NIDEK,CHAUVIN,11
NIDEK,DENSMORE,7
NIDEK,BIOGARAN,1
NIDEK,chris eyes,1
NIDEK,SINCLAIR PHARMA,1
NIDEK,NOVEX PHARMA,1
NIDEK,NOVARTIS PHARMA,59
NIDEK,Genzyme,1
NIDEK,Medicare-HTM,5
NIDEK,Doliage,10
NIDEK,AUDIOPTIC TRADE SERVICES,1
NIDEK,Topcon,1
CTRS,ORPHAN EUROPE,1
CTRS,NOVARTIS PHARMA,1
CTRS,EUSAPHARMA,1
CTRS,MUNDIPHARMA,1
CTRS,BRISTOL-MYERS SQUIBB,1
CTRS,SPECTRUM PHARMACEUTICALS,1
ASTRAZENECA,laboratoire BAUSCH&LOMB,3
ASTRAZENECA,Swedish Orphan Biovitrum,6
ASTRAZENECA,CONGRES COLLOQUES CONVENTIONS,1378
ASTRAZENECA,VIFOR,141
ASTRAZENECA,PRA,1
ASTRAZENECA,PHARMATERA,1047
ASTRAZENECA,INGEN,1
ASTRAZENECA,ARAIRCHAR,2
ASTRAZENECA,Warner Chilcott,3
ASTRAZENECA,Medicare-HTM,3
ASTRAZENECA,ISIS,130
