LABO,DEPARTEMENT,NB TOTAL CONVENTIONS + AVANTAGES,NB CONVENTIONS,NB AVANTAGES,MONTANT AVANTAGES
NOVO NORDISK,28,136,1,135,28044
NOVO NORDISK,51,66,1,65,6812
NOVO NORDISK,37,59,0,59,4014
NOVO NORDISK,67,115,1,114,9476
NOVO NORDISK,52,26,1,25,640
NOVO NORDISK,64,22,0,22,480
NOVO NORDISK,27,85,2,83,4119
NOVO NORDISK,95,434,0,434,31751
NOVO NORDISK,86,39,0,39,2504
NOVO NORDISK,49,83,0,83,4604
NOVO NORDISK,88,47,0,47,3988
NOVO NORDISK,13,446,0,446,40237
NOVO NORDISK,55,22,3,19,1198
NOVO NORDISK,35,57,0,57,5509
NOVO NORDISK,32,43,9,34,1731
NOVO NORDISK,33,134,0,134,15143
NOVO NORDISK,42,145,3,142,9691
NOVO NORDISK,NC,58,0,58,4407
NOVO NORDISK,29,26,0,26,2956
NOVO NORDISK,02,93,2,91,8110
NOVO NORDISK,09,3,0,3,128
NOVO NORDISK,26,102,0,102,5501
NOVO NORDISK,25,22,0,22,1758
NOVO NORDISK,44,329,4,325,31626
NOVO NORDISK,66,5,0,5,511
Vatech,31,1,0,1,400
Vatech,75,1,0,1,500
Topcon,34,1,0,1,15
Topcon,50,1,0,1,54
Topcon,33,6,0,6,2336
Topcon,17,1,0,1,46
Topcon,63,1,0,1,51
Topcon,79,2,0,2,57
Topcon,25,4,0,4,82
Topcon,83,1,0,1,28
Topcon,75,4,0,4,1395
Topcon,64,5,0,5,99
Topcon,69,10,0,10,3937
Topcon,77,1,0,1,12
Topcon,37,3,0,3,712
Topcon,67,4,0,4,132
Topcon,38,4,0,4,134
Topcon,24,3,0,3,56
Topcon,72,1,0,1,33
Topcon,57,2,0,2,60
Topcon,56,1,0,1,28
Topcon,31,4,0,4,1484
Topcon,54,1,0,1,25
Topcon,84,3,0,3,106
Topcon,95,2,0,2,39
SPECTRANETICS,54,4,0,4,534
SPECTRANETICS,21,5,0,5,660
SPECTRANETICS,84,7,0,7,2390
SPECTRANETICS,27,1,0,1,83
SPECTRANETICS,14,1,0,1,101
SPECTRANETICS,13,6,0,6,521
SPECTRANETICS,31,5,1,4,2847
SPECTRANETICS,87,1,0,1,15
SPECTRANETICS,77,2,0,2,54
SPECTRANETICS,69,5,0,5,85
SPECTRANETICS,38,7,0,7,686
SPECTRANETICS,75,6,1,5,96
SPECTRANETICS,06,1,0,1,16
SPECTRANETICS,63,8,0,8,1114
SPECTRANETICS,83,5,0,5,105
SPECTRANETICS,59,2,0,2,201
SPECTRANETICS,26,1,0,1,228
SPECTRANETICS,33,1,0,1,477
SPECTRANETICS,76,17,0,17,1779
SPECTRANETICS,35,1,0,1,122
SPECTRANETICS,80,1,0,1,76
SPECTRANETICS,34,1,0,1,331
SHIRE,19,17,0,17,6856
SHIRE,63,55,2,53,13514
SHIRE,59,115,8,107,19148
SHIRE,62,38,0,38,4555
SHIRE,65,5,0,5,266
SHIRE,53,5,0,5,1578
SHIRE,50,10,0,10,2663
SHIRE,70,4,0,4,458
SHIRE,57,77,1,76,10626
SHIRE,31,32,2,30,14049
SHIRE,20,1,0,1,1139
SHIRE,72,4,1,3,207
SHIRE,39,6,0,6,532
SHIRE,41,1,0,1,378
SHIRE,16,4,0,4,744
SHIRE,69,138,13,125,28840
SHIRE,66,7,0,7,6475
SHIRE,44,82,4,78,16796
SHIRE,25,25,0,25,3517
SHIRE,26,24,3,21,6490
SHIRE,33,127,14,113,32315
SHIRE,32,3,0,3,1988
SHIRE,35,31,4,27,8568
SHIRE,55,1,0,1,303
SHIRE,02,11,1,10,4683
SHIRE,29,24,0,24,7624
SHIRE,NC,18,0,18,2922
SHIRE,42,39,0,39,12953
SHIRE,49,28,1,27,6080
SHIRE,86,14,0,14,2154
SHIRE,95,21,0,21,6042
SHIRE,27,3,0,3,105
SHIRE,13,80,8,72,14115
SHIRE,88,9,0,9,2623
SHIRE,28,13,0,13,2189
SHIRE,24,5,0,5,2327
SHIRE,90,2,0,2,74
SHIRE,03,2,0,2,509
SHIRE,64,37,0,37,6533
SHIRE,52,3,0,3,137
SHIRE,37,39,1,38,10558
SHIRE,67,41,1,40,15306
SHIRE,51,52,5,47,14484
SHIRE,94,39,4,35,2350
SHIRE,11,3,0,3,573
SHIRE,75,380,35,345,68159
SHIRE,74,26,1,25,2940
SHIRE,82,2,0,2,52
SHIRE,06,57,9,48,16302
SHIRE,15,3,0,3,504
SHIRE,58,3,0,3,5415
SHIRE,79,2,0,2,53
SHIRE,83,8,0,8,1372
SHIRE,07,5,0,5,230
SHIRE,68,34,0,34,9184
SHIRE,18,4,0,4,277
SHIRE,80,13,1,12,3876
SHIRE,40,23,0,23,6997
SHIRE,73,27,2,25,4716
SHIRE,61,6,1,5,193
SHIRE,34,73,4,69,21991
SHIRE,84,6,0,6,2431
SHIRE,71,23,2,21,5828
SHIRE,14,45,2,43,12948
SHIRE,56,5,0,5,3348
SHIRE,36,6,0,6,159
SHIRE,48,1,0,1,28
SHIRE,60,1,0,1,3692
SHIRE,77,30,0,30,2295
SHIRE,38,96,2,94,24236
SHIRE,43,5,0,5,578
SHIRE,10,20,0,20,1086
SHIRE,45,37,0,37,6194
SHIRE,08,17,0,17,1965
SHIRE,01,23,0,23,1250
SHIRE,30,15,1,14,3750
SHIRE,85,7,0,7,389
SHIRE,17,8,0,8,5757
SHIRE,76,94,11,83,10620
SHIRE,78,30,1,29,4743
SHIRE,22,7,0,7,741
SHIRE,21,59,6,53,11449
SHIRE,54,47,7,40,11384
SHIRE,93,39,3,36,15881
SHIRE,91,5,1,4,1290
SHIRE,47,5,0,5,2786
SHIRE,89,8,0,8,823
SHIRE,92,90,17,73,11508
SHIRE,87,20,1,19,3820
SHIRE,04,1,0,1,73
THERAKOS,06,1,0,1,69
THERAKOS,75,49,0,49,1497
THERAKOS,54,1,0,1,69
THERAKOS,38,1,0,1,69
THERAKOS,67,2,0,2,180
THERAKOS,13,2,0,2,441
THERAKOS,69,4,0,4,330
OTSUKA,89,14,0,14,1222
OTSUKA,98,36,1,35,1120
OTSUKA,92,40,1,39,2801
OTSUKA,87,97,11,86,5622
OTSUKA,04,3,0,3,81
OTSUKA,54,136,4,132,7043
OTSUKA,21,15,0,15,1014
OTSUKA,91,124,2,122,6062
OTSUKA,93,94,4,90,4109
OTSUKA,47,2,0,2,780
OTSUKA,85,50,2,48,1983
OTSUKA,17,42,1,41,2317
OTSUKA,76,55,2,53,2972
OTSUKA,78,64,2,62,3821
OTSUKA,97,76,0,76,2387
OTSUKA,22,9,0,9,323
OTSUKA,43,5,0,5,1246
OTSUKA,08,3,0,3,443
OTSUKA,30,169,4,165,7779
OTSUKA,48,2,0,2,32
OTSUKA,36,12,0,12,232
OTSUKA,60,101,2,99,4767
OTSUKA,77,18,0,18,1120
OTSUKA,38,109,5,104,6008
OTSUKA,84,118,2,116,5239
OTSUKA,71,47,0,47,3243
OTSUKA,14,29,2,27,1020
OTSUKA,81,56,0,56,3404
OTSUKA,56,51,2,49,3578
OTSUKA,18,16,0,16,630
OTSUKA,40,25,0,25,1861
OTSUKA,80,14,0,14,710
OTSUKA,73,29,2,27,1377
OTSUKA,34,107,2,105,5241
OTSUKA,61,3,0,3,1170
OTSUKA,94,189,4,185,7960
OTSUKA,11,37,1,36,1776
OTSUKA,75,298,11,287,15349
OTSUKA,06,249,11,238,13733
OTSUKA,82,19,0,19,487
OTSUKA,74,52,1,51,2266
OTSUKA,79,1,0,1,19
OTSUKA,58,15,1,14,992
OTSUKA,83,71,2,69,2672
OTSUKA,07,4,0,4,186
OTSUKA,68,111,4,107,6106
OTSUKA,24,1,0,1,390
OTSUKA,28,10,0,10,274
OTSUKA,90,21,0,21,1257
OTSUKA,03,17,0,17,922
OTSUKA,64,22,0,22,1566
OTSUKA,51,56,1,55,2249
OTSUKA,67,91,3,88,5364
OTSUKA,37,26,1,25,1530
OTSUKA,49,24,1,23,1353
OTSUKA,86,71,1,70,2955
OTSUKA,95,61,1,60,4248
OTSUKA,27,51,0,51,1939
OTSUKA,13,266,5,261,14643
OTSUKA,88,44,1,43,3038
OTSUKA,33,117,4,113,7289
OTSUKA,32,3,0,3,74
OTSUKA,55,9,0,9,599
OTSUKA,35,134,3,131,6608
OTSUKA,02,35,2,33,1961
OTSUKA,29,14,0,14,779
OTSUKA,NC,50,0,50,1328
OTSUKA,42,32,2,30,1709
OTSUKA,66,16,1,15,1482
OTSUKA,25,46,1,45,1492
OTSUKA,44,92,1,91,4855
OTSUKA,26,48,3,45,3128
OTSUKA,20,6,0,6,870
OTSUKA,39,12,0,12,588
OTSUKA,72,15,0,15,1408
OTSUKA,41,10,0,10,623
OTSUKA,16,11,1,10,580
OTSUKA,69,175,5,170,9840
OTSUKA,12,47,1,46,2014
OTSUKA,70,26,0,26,1165
OTSUKA,23,9,0,9,500
OTSUKA,57,23,1,22,1419
OTSUKA,31,206,7,199,9463
OTSUKA,62,98,4,94,5441
OTSUKA,65,21,1,20,1402
OTSUKA,53,20,1,19,1095
OTSUKA,50,10,1,9,723
OTSUKA,19,32,1,31,1740
OTSUKA,63,29,1,28,2124
OTSUKA,59,123,4,119,8739
INSTITUT STERLING COOPER,76,1,1,0,0
INSTITUT STERLING COOPER,91,1,1,0,0
INSTITUT STERLING COOPER,84,1,1,0,0
INSTITUT STERLING COOPER,69,1,1,0,0
NEWCLIP TECHNICS,67,4,1,3,2463
NEWCLIP TECHNICS,69,2,0,2,1087
NEWCLIP TECHNICS,NC,1,0,1,145
NEWCLIP TECHNICS,97,1,1,0,0
NEWCLIP TECHNICS,29,1,0,1,276
NEWCLIP TECHNICS,64,2,0,2,1800
NEWCLIP TECHNICS,35,2,0,2,1493
NEWCLIP TECHNICS,31,1,1,0,0
NEWCLIP TECHNICS,30,2,0,2,1770
NEWCLIP TECHNICS,83,1,0,1,1000
NEWCLIP TECHNICS,44,2,1,1,430
NEWCLIP TECHNICS,13,2,0,2,1864
NEWCLIP TECHNICS,93,1,0,1,20
NEWCLIP TECHNICS,06,2,1,1,263
NEWCLIP TECHNICS,75,3,0,3,56
QUINTILES BENEFIT SNC,30,1,1,0,0
AX AIR MEDICAL,63,21,0,21,25783
AX AIR MEDICAL,18,2,0,2,2607
AX AIR MEDICAL,03,21,3,18,22568
AX AIR MEDICAL,23,1,0,1,4327
AX AIR MEDICAL,71,8,0,8,1740
AADAIRC,17,25,2,23,1576
AADAIRC,86,8,0,8,1222
AADAIRC,79,54,1,53,7384
W L GORE & ASSOCIES,29,10,0,10,1356
W L GORE & ASSOCIES,85,3,0,3,312
W L GORE & ASSOCIES,33,22,0,22,1398
W L GORE & ASSOCIES,78,9,0,9,2265
W L GORE & ASSOCIES,35,4,0,4,984
W L GORE & ASSOCIES,25,41,0,41,2103
W L GORE & ASSOCIES,59,6,0,6,2964
W L GORE & ASSOCIES,83,10,0,10,722
W L GORE & ASSOCIES,94,2,0,2,98
W L GORE & ASSOCIES,75,25,0,25,5287
W L GORE & ASSOCIES,06,9,0,9,1404
W L GORE & ASSOCIES,16,9,0,9,471
W L GORE & ASSOCIES,64,23,0,23,1071
W L GORE & ASSOCIES,87,25,0,25,3754
W L GORE & ASSOCIES,92,1,0,1,54
W L GORE & ASSOCIES,31,6,0,6,222
W L GORE & ASSOCIES,47,12,0,12,634
W L GORE & ASSOCIES,57,1,0,1,44
W L GORE & ASSOCIES,13,16,0,16,2984
W L GORE & ASSOCIES,95,42,0,42,5501
W L GORE & ASSOCIES,91,6,0,6,2176
W L GORE & ASSOCIES,93,2,0,2,710
HILL-ROM S.A.S.,75,15,0,15,457
HILL-ROM S.A.S.,11,6,0,6,115
HILL-ROM S.A.S.,95,2,0,2,60
HILL-ROM S.A.S.,81,1,0,1,22
HILL-ROM S.A.S.,59,1,0,1,41
HILL-ROM S.A.S.,13,2,0,2,74
HILL-ROM S.A.S.,56,1,0,1,99
HILL-ROM S.A.S.,68,2,0,2,56
HILL-ROM S.A.S.,28,1,0,1,28
HILL-ROM S.A.S.,92,12,0,12,542
HILL-ROM S.A.S.,65,1,0,1,29
HILL-ROM S.A.S.,62,7,0,7,235
HILL-ROM S.A.S.,17,4,0,4,607
HILL-ROM S.A.S.,53,1,0,1,29
HILL-ROM S.A.S.,52,12,0,12,380
LEMAITRE VASCULAR,65,4,0,4,181
LEMAITRE VASCULAR,62,1,0,1,19
LEMAITRE VASCULAR,80,9,0,9,2534
LEMAITRE VASCULAR,73,3,0,3,1842
LEMAITRE VASCULAR,75,35,0,35,2723
LEMAITRE VASCULAR,74,3,0,3,145
LEMAITRE VASCULAR,63,7,0,7,567
LEMAITRE VASCULAR,15,4,0,4,304
LEMAITRE VASCULAR,83,11,0,11,2353
LEMAITRE VASCULAR,72,2,0,2,380
LEMAITRE VASCULAR,16,10,0,10,1433
LEMAITRE VASCULAR,38,12,0,12,481
LEMAITRE VASCULAR,69,48,0,48,8005
LEMAITRE VASCULAR,71,5,0,5,1093
LEMAITRE VASCULAR,31,50,0,50,7070
LEMAITRE VASCULAR,57,30,0,30,4333
LEMAITRE VASCULAR,33,36,0,36,3571
LEMAITRE VASCULAR,76,27,0,27,323
LEMAITRE VASCULAR,29,6,0,6,2008
LEMAITRE VASCULAR,NC,16,0,16,3293
LEMAITRE VASCULAR,42,1,0,1,37
LEMAITRE VASCULAR,96,17,0,17,4035
LEMAITRE VASCULAR,44,2,0,2,28
LEMAITRE VASCULAR,25,9,0,9,2000
LEMAITRE VASCULAR,90,6,0,6,1422
LEMAITRE VASCULAR,92,1,0,1,400
LEMAITRE VASCULAR,03,2,0,2,56
LEMAITRE VASCULAR,64,6,0,6,264
LEMAITRE VASCULAR,67,21,0,21,3372
LEMAITRE VASCULAR,51,21,0,21,4860
LEMAITRE VASCULAR,52,1,0,1,11
LEMAITRE VASCULAR,49,1,0,1,12
LEMAITRE VASCULAR,86,22,0,22,5861
LEMAITRE VASCULAR,21,16,0,16,6846
LEMAITRE VASCULAR,54,25,0,25,2941
LEMAITRE VASCULAR,93,6,0,6,2844
LEMAITRE VASCULAR,95,2,0,2,900
LEMAITRE VASCULAR,13,9,0,9,302
BIOVENTUS,78,2,0,2,38
BIOVENTUS,76,2,0,2,42
BIOVENTUS,92,6,0,6,217
BIOVENTUS,28,4,0,4,175
BIOVENTUS,69,1,0,1,22
BIOVENTUS,64,1,0,1,42
BIOVENTUS,91,1,0,1,23
BIOVENTUS,75,7,0,7,212
BIOVENTUS,31,5,0,5,207
BIOVENTUS,13,1,0,1,17
BIOVENTUS,83,1,0,1,15
BIOVENTUS,59,1,0,1,15
BIOGEN IDEC,41,97,2,95,10592
BIOGEN IDEC,72,210,6,204,41848
BIOGEN IDEC,39,47,0,47,5032
BIOGEN IDEC,20,91,4,87,16879
BIOGEN IDEC,69,870,25,845,101091
BIOGEN IDEC,16,204,5,199,26954
BIOGEN IDEC,23,5,0,5,536
BIOGEN IDEC,70,76,0,76,5451
BIOGEN IDEC,12,35,3,32,5219
BIOGEN IDEC,31,646,24,622,77622
BIOGEN IDEC,57,590,12,578,65797
BIOGEN IDEC,53,63,5,58,10366
BIOGEN IDEC,65,151,4,147,23739
BIOGEN IDEC,62,594,21,573,66210
BIOGEN IDEC,50,178,9,169,26890
BIOGEN IDEC,19,93,0,93,10800
BIOGEN IDEC,59,1300,53,1247,158164
BIOGEN IDEC,63,282,5,277,39728
BIOGEN IDEC,03,407,22,385,64172
BIOGEN IDEC,90,64,2,62,13487
BIOGEN IDEC,28,255,9,246,19085
BIOGEN IDEC,24,86,5,81,11820
BIOGEN IDEC,67,261,11,250,44262
BIOGEN IDEC,37,238,4,234,25906
BIOGEN IDEC,51,500,5,495,27485
BIOGEN IDEC,52,35,0,35,7014
BIOGEN IDEC,64,461,20,441,61870
BIOGEN IDEC,27,18,1,17,2449
BIOGEN IDEC,95,742,9,733,64107
BIOGEN IDEC,49,280,7,273,35083
BIOGEN IDEC,86,361,4,357,42987
BIOGEN IDEC,13,1117,30,1087,93321
BIOGEN IDEC,88,137,9,128,14427
BIOGEN IDEC,35,223,13,210,40835
BIOGEN IDEC,55,3,0,3,108
BIOGEN IDEC,32,31,1,30,4182
BIOGEN IDEC,33,475,15,460,123588
BIOGEN IDEC,42,135,3,132,20339
BIOGEN IDEC,29,155,16,139,34171
BIOGEN IDEC,NC,1694,0,1694,89117
BIOGEN IDEC,02,307,3,304,20126
BIOGEN IDEC,09,2,0,2,118
BIOGEN IDEC,26,146,3,143,17055
BIOGEN IDEC,25,281,10,271,41020
BIOGEN IDEC,44,340,19,321,62535
BIOGEN IDEC,66,42,0,42,2608
BIOGEN IDEC,60,541,7,534,58283
BIOGEN IDEC,36,79,0,79,7746
BIOGEN IDEC,38,390,16,374,33122
BIOGEN IDEC,77,200,2,198,22559
BIOGEN IDEC,71,87,0,87,8959
BIOGEN IDEC,84,154,6,148,16227
BIOGEN IDEC,56,153,0,153,15372
BIOGEN IDEC,81,389,7,382,30916
BIOGEN IDEC,14,564,24,540,91828
BIOGEN IDEC,34,336,10,326,32651
BIOGEN IDEC,61,33,1,32,2962
BIOGEN IDEC,73,198,6,192,16923
BIOGEN IDEC,80,372,1,371,36937
BIOGEN IDEC,40,294,10,284,30898
BIOGEN IDEC,18,197,3,194,16744
BIOGEN IDEC,82,187,5,182,33377
BIOGEN IDEC,06,417,10,407,56247
BIOGEN IDEC,74,565,26,539,56679
BIOGEN IDEC,75,2574,61,2513,234363
BIOGEN IDEC,11,51,4,47,6859
BIOGEN IDEC,94,1096,4,1092,61118
BIOGEN IDEC,68,442,21,421,57664
BIOGEN IDEC,07,23,1,22,1638
BIOGEN IDEC,83,433,9,424,43961
BIOGEN IDEC,79,143,1,142,17190
BIOGEN IDEC,58,9,0,9,1710
BIOGEN IDEC,15,21,0,21,473
BIOGEN IDEC,00,5,0,5,200
BIOGEN IDEC,92,342,13,329,37203
BIOGEN IDEC,89,77,4,73,8024
BIOGEN IDEC,98,4,0,4,230
BIOGEN IDEC,87,256,5,251,37112
BIOGEN IDEC,04,24,0,24,2972
BIOGEN IDEC,93,466,5,461,47105
BIOGEN IDEC,91,384,3,381,34511
BIOGEN IDEC,54,358,16,342,83813
BIOGEN IDEC,21,389,20,369,51255
BIOGEN IDEC,47,297,13,284,30908
BIOGEN IDEC,78,839,25,814,57374
BIOGEN IDEC,76,1200,38,1162,125550
BIOGEN IDEC,85,82,2,80,12831
BIOGEN IDEC,17,512,3,509,42364
BIOGEN IDEC,22,39,0,39,1316
BIOGEN IDEC,05,20,0,20,3789
BIOGEN IDEC,97,2,0,2,120
BIOGEN IDEC,45,174,2,172,22616
BIOGEN IDEC,10,343,0,343,41625
BIOGEN IDEC,43,36,0,36,7395
BIOGEN IDEC,46,112,0,112,11161
BIOGEN IDEC,30,110,9,101,29983
BIOGEN IDEC,01,87,4,83,15456
BIOGEN IDEC,08,106,0,106,9253
BRISTOL-MYERS SQUIBB,79,149,0,149,16952
BRISTOL-MYERS SQUIBB,58,263,1,262,10766
BRISTOL-MYERS SQUIBB,15,57,0,57,2510
BRISTOL-MYERS SQUIBB,68,343,1,342,16614
BRISTOL-MYERS SQUIBB,07,177,3,174,8862
BRISTOL-MYERS SQUIBB,83,880,13,867,41084
BRISTOL-MYERS SQUIBB,94,1147,8,1139,45330
BRISTOL-MYERS SQUIBB,75,2854,39,2815,314243
BRISTOL-MYERS SQUIBB,11,483,3,480,20619
BRISTOL-MYERS SQUIBB,06,731,10,721,49092
BRISTOL-MYERS SQUIBB,82,179,1,178,9383
BRISTOL-MYERS SQUIBB,74,362,2,360,17354
BRISTOL-MYERS SQUIBB,80,484,6,478,18832
BRISTOL-MYERS SQUIBB,40,264,2,262,11975
BRISTOL-MYERS SQUIBB,18,92,1,91,3722
BRISTOL-MYERS SQUIBB,34,637,6,631,48167
BRISTOL-MYERS SQUIBB,61,50,0,50,2656
BRISTOL-MYERS SQUIBB,73,188,0,188,8772
BRISTOL-MYERS SQUIBB,81,126,0,126,5872
BRISTOL-MYERS SQUIBB,14,207,1,206,8477
BRISTOL-MYERS SQUIBB,56,283,4,279,16830
BRISTOL-MYERS SQUIBB,84,664,4,660,26509
BRISTOL-MYERS SQUIBB,71,319,4,315,15552
BRISTOL-MYERS SQUIBB,38,723,6,717,41327
BRISTOL-MYERS SQUIBB,77,763,10,753,39848
BRISTOL-MYERS SQUIBB,36,116,0,116,4750
BRISTOL-MYERS SQUIBB,60,443,6,437,17302
BRISTOL-MYERS SQUIBB,08,116,0,116,7059
BRISTOL-MYERS SQUIBB,30,638,2,636,32102
BRISTOL-MYERS SQUIBB,01,222,0,222,9176
BRISTOL-MYERS SQUIBB,43,122,0,122,6072
BRISTOL-MYERS SQUIBB,46,53,0,53,2103
BRISTOL-MYERS SQUIBB,10,143,2,141,6154
BRISTOL-MYERS SQUIBB,45,689,1,688,37402
BRISTOL-MYERS SQUIBB,97,1321,2,1319,62291
BRISTOL-MYERS SQUIBB,05,62,0,62,3131
BRISTOL-MYERS SQUIBB,22,159,1,158,7068
BRISTOL-MYERS SQUIBB,17,474,4,470,23647
BRISTOL-MYERS SQUIBB,85,257,0,257,10711
BRISTOL-MYERS SQUIBB,78,525,3,522,27144
BRISTOL-MYERS SQUIBB,76,576,4,572,27219
BRISTOL-MYERS SQUIBB,47,401,2,399,17404
BRISTOL-MYERS SQUIBB,54,439,7,432,18949
BRISTOL-MYERS SQUIBB,21,366,4,362,15582
BRISTOL-MYERS SQUIBB,93,1444,22,1422,60668
BRISTOL-MYERS SQUIBB,91,531,5,526,21321
BRISTOL-MYERS SQUIBB,87,405,4,401,15663
BRISTOL-MYERS SQUIBB,04,100,1,99,5185
BRISTOL-MYERS SQUIBB,92,933,7,926,42659
BRISTOL-MYERS SQUIBB,98,20,0,20,622
BRISTOL-MYERS SQUIBB,89,249,0,249,11024
BRISTOL-MYERS SQUIBB,63,337,4,333,14225
BRISTOL-MYERS SQUIBB,59,2450,10,2440,110817
BRISTOL-MYERS SQUIBB,19,88,1,87,3833
BRISTOL-MYERS SQUIBB,50,86,0,86,5266
BRISTOL-MYERS SQUIBB,62,1157,4,1153,56966
BRISTOL-MYERS SQUIBB,65,329,0,329,19990
BRISTOL-MYERS SQUIBB,53,143,3,140,7087
BRISTOL-MYERS SQUIBB,31,1086,6,1080,52632
BRISTOL-MYERS SQUIBB,57,864,7,857,46238
BRISTOL-MYERS SQUIBB,70,88,1,87,3447
BRISTOL-MYERS SQUIBB,12,338,4,334,23205
BRISTOL-MYERS SQUIBB,23,42,0,42,2798
BRISTOL-MYERS SQUIBB,16,291,1,290,14011
BRISTOL-MYERS SQUIBB,69,1150,7,1143,51146
BRISTOL-MYERS SQUIBB,39,160,2,158,8992
BRISTOL-MYERS SQUIBB,72,143,3,140,7030
BRISTOL-MYERS SQUIBB,20,182,3,179,12003
BRISTOL-MYERS SQUIBB,41,191,0,191,10251
BRISTOL-MYERS SQUIBB,66,477,0,477,21625
BRISTOL-MYERS SQUIBB,26,361,1,360,14337
BRISTOL-MYERS SQUIBB,44,845,7,838,38881
BRISTOL-MYERS SQUIBB,25,396,2,394,24449
BRISTOL-MYERS SQUIBB,09,137,0,137,7354
BRISTOL-MYERS SQUIBB,29,291,2,289,16163
BRISTOL-MYERS SQUIBB,NC,45,0,45,2053
BRISTOL-MYERS SQUIBB,02,249,2,247,12784
BRISTOL-MYERS SQUIBB,42,567,1,566,25104
BRISTOL-MYERS SQUIBB,33,1152,8,1144,49142
BRISTOL-MYERS SQUIBB,55,133,0,133,6144
BRISTOL-MYERS SQUIBB,35,445,4,441,23248
BRISTOL-MYERS SQUIBB,32,103,0,103,5407
BRISTOL-MYERS SQUIBB,13,1942,7,1935,95074
BRISTOL-MYERS SQUIBB,88,83,1,82,4429
BRISTOL-MYERS SQUIBB,49,535,3,532,23037
BRISTOL-MYERS SQUIBB,86,255,3,252,8224
BRISTOL-MYERS SQUIBB,95,515,8,507,22543
BRISTOL-MYERS SQUIBB,27,223,1,222,10853
BRISTOL-MYERS SQUIBB,64,336,2,334,17450
BRISTOL-MYERS SQUIBB,37,304,5,299,15977
BRISTOL-MYERS SQUIBB,67,654,7,647,35110
BRISTOL-MYERS SQUIBB,51,146,2,144,4822
BRISTOL-MYERS SQUIBB,52,60,0,60,3039
BRISTOL-MYERS SQUIBB,90,55,1,54,2108
BRISTOL-MYERS SQUIBB,28,235,1,234,10982
BRISTOL-MYERS SQUIBB,24,235,2,233,10993
BRISTOL-MYERS SQUIBB,03,268,0,268,12401
ACTELION,69,249,5,244,49972
ACTELION,16,21,0,21,1754
ACTELION,41,11,1,10,448
ACTELION,39,1,0,1,53
ACTELION,72,40,3,37,3244
ACTELION,20,10,0,10,460
ACTELION,31,251,3,248,38116
ACTELION,57,161,10,151,11148
ACTELION,23,5,0,5,104
ACTELION,70,3,0,3,296
ACTELION,12,3,0,3,84
ACTELION,50,13,0,13,590
ACTELION,53,17,1,16,850
ACTELION,65,29,2,27,4149
ACTELION,62,80,2,78,8748
ACTELION,59,259,9,250,35114
ACTELION,63,65,4,61,11747
ACTELION,19,6,0,6,199
ACTELION,37,93,4,89,13182
ACTELION,67,257,2,255,31735
ACTELION,51,92,5,87,14191
ACTELION,52,2,1,1,21
ACTELION,64,35,0,35,3125
ACTELION,03,15,1,14,1590
ACTELION,90,2,0,2,24
ACTELION,24,14,0,14,1263
ACTELION,28,27,0,27,3580
ACTELION,88,20,0,20,1694
ACTELION,13,353,7,346,55038
ACTELION,27,6,0,6,296
ACTELION,95,70,4,66,3249
ACTELION,49,62,0,62,12989
ACTELION,86,69,1,68,5716
ACTELION,42,18,1,17,922
ACTELION,NC,35,2,33,2366
ACTELION,29,163,2,161,19141
ACTELION,02,24,0,24,1366
ACTELION,35,241,10,231,27546
ACTELION,55,14,0,14,198
ACTELION,32,2,0,2,223
ACTELION,33,194,10,184,36729
ACTELION,26,17,0,17,703
ACTELION,44,346,9,337,47463
ACTELION,25,73,1,72,12249
ACTELION,66,37,6,31,2148
ACTELION,09,23,8,15,1171
ACTELION,38,462,7,455,60943
ACTELION,77,29,2,27,665
ACTELION,60,2,0,2,30
ACTELION,48,2,0,2,100
ACTELION,56,37,4,33,2742
ACTELION,81,40,3,37,2712
ACTELION,14,131,5,126,19611
ACTELION,71,39,3,36,2283
ACTELION,84,18,0,18,1769
ACTELION,34,226,8,218,37972
ACTELION,61,1,0,1,36
ACTELION,73,21,0,21,4137
ACTELION,40,9,2,7,530
ACTELION,80,98,5,93,12800
ACTELION,18,8,0,8,735
ACTELION,07,5,0,5,190
ACTELION,68,163,14,149,12103
ACTELION,83,50,1,49,2748
ACTELION,79,13,0,13,775
ACTELION,58,7,0,7,705
ACTELION,74,79,2,77,6829
ACTELION,82,9,1,8,775
ACTELION,06,207,8,199,31548
ACTELION,94,124,11,113,5725
ACTELION,11,11,2,9,900
ACTELION,75,575,16,559,173088
ACTELION,87,93,2,91,9336
ACTELION,92,212,1,211,80397
ACTELION,89,9,1,8,37738
ACTELION,47,11,1,10,1581
ACTELION,93,37,1,36,1070
ACTELION,91,30,1,29,1480
ACTELION,54,201,3,198,18495
ACTELION,21,168,7,161,30333
ACTELION,22,14,0,14,847
ACTELION,05,15,6,9,1423
ACTELION,97,177,3,174,31667
ACTELION,78,52,2,50,14364
ACTELION,76,124,1,123,24991
ACTELION,85,34,0,34,2517
ACTELION,17,27,5,22,2202
ACTELION,30,63,0,63,3370
ACTELION,01,7,0,7,662
ACTELION,08,4,1,3,51
ACTELION,45,116,0,116,7238
ACTELION,10,59,8,51,1960
ACTELION,46,18,0,18,1949
NEGMA,27,1,1,0,0
NEGMA,34,1,1,0,0
NIDEK,27,3,0,3,123
NIDEK,91,2,0,2,30
NIDEK,93,1,0,1,111
